n,id,username,date,content,url
4534,1409310455475101697,MdKomakinoFloyd,2021-06-28 00:39:30+00:00,"Evolución: Día 3 de COVID 19, algo de tos, sin disnea, inicié con febrícula y disfonía; soy asmático controlado. Mi esposa y mi hijo, sintomáticos; sin gravedad. Nunca en mi vida, tuve estos síntomas tan atípicos, por un cuadro respiratorio.",https://twitter.com/MdKomakinoFloyd/status/1409310455475101697
4535,1409310331575361539,MauricioAcunaE,2021-06-28 00:39:01+00:00,Nunca olvidemos que la primera medida de este gobierno respecto al #COVID19 fue ponerle precio al examen. Esa fue la prioridad 🤦‍♂️🤷‍♂️,https://twitter.com/MauricioAcunaE/status/1409310331575361539
4536,1409310304455036944,ocarpintero,2021-06-28 00:38:54+00:00,"#Panama #COVID19 se contabilizan 382 mil 154 pacientes recuperados, 789 casos positivos nuevos, para un total acumulado de 400 mil 666. En las últimas 24 horas se han registrado 10 defunción, y se totalizan 6 mil 524 acumuladas, para una letalidad del 1.6% @MINSAPma",https://twitter.com/ocarpintero/status/1409310304455036944
4537,1409310055607025664,Der_EinsameWolf,2021-06-28 00:37:55+00:00,La variante india del covid 19 es el karma por venderle a los turistas agua del río Ganges embotellada como nueva.,https://twitter.com/Der_EinsameWolf/status/1409310055607025664
4538,1409310006659452930,Enrique75326835,2021-06-28 00:37:43+00:00,"41.455 personas han fallecido a causa del #Covid_19(1.000 fallecidos más que el Sábado previo)
Una tasa de 213.1 personas c/100.000hab. De ellos:
19.251 han fallecido en 2021(46.4%)
32.163 con confirmación de PCR(165.3 personas c/100.000hab) y 9.292 con sospecha
Recuidese!!!@",https://twitter.com/Enrique75326835/status/1409310006659452930
4539,1409309954272546819,abelgilvonio,2021-06-28 00:37:31+00:00,"#Cuba 
2021 crean vacuna #Abdala contra #COVID19 pero la historia de vacunas creadas es parte de su lucha por soberanía 
la vacuna nombrada CIMAher (Nimotuzumab), que desde 2015 se usa para el tratamiento del cáncer de cabeza y cuello, esófago, páncreas y glioma pediátrico",https://twitter.com/abelgilvonio/status/1409309954272546819
4540,1409309839931682818,Johanrp,2021-06-28 00:37:04+00:00,"Estaba tratando de no meterle mente a lo de la tercera ola, pero la evidencia mas clara es el aumento de los admisiones por covid-19.",https://twitter.com/Johanrp/status/1409309839931682818
4541,1409309550239535106,CoronavirusNewv,2021-06-28 00:35:55+00:00,"🇺🇾 | URUGUAY

Uruguay reportó 1.027 casos nuevos y 20 fallecidos por COVID-19, la cifra más baja desde fin de marzo",https://twitter.com/CoronavirusNewv/status/1409309550239535106
4542,1409309487077462018,Mars___27,2021-06-28 00:35:40+00:00,Vizcarra debe haber batido el record Guinness por ser el ser humano con más dosis de vacunas recibidas  contra el covid 19.,https://twitter.com/Mars___27/status/1409309487077462018
4543,1409309340620759040,AleRissoVazquez,2021-06-28 00:35:05+00:00,"Cerca de la mitad de los medicos que trabajan con #Covid_19  NO cobran su sueldo u honorarios en caso de
ausentismo por #Covid_19 . Datos @satiarg #Alarmante",https://twitter.com/AleRissoVazquez/status/1409309340620759040
4544,1409309175654535170,UnaAromatica,2021-06-28 00:34:25+00:00,"Puede que quizá en Covid19 u otra enfermedad me lleve, o la vejez... Y afortunadamente sucede porque la gente es lo peor que le ha pasado al planeta....",https://twitter.com/UnaAromatica/status/1409309175654535170
4545,1409309076169895938,cygenta,2021-06-28 00:34:02+00:00,"En algunas llamadas telefónicas, hablando de la situación general del #COVID19 he dicho cosas como ""se enfermó tu mamá o se murió tu vecino"" o ""ni porque se murió el vecino usan cubrebocas"", ejemplos genéricos.",https://twitter.com/cygenta/status/1409309076169895938
4546,1409308849060859906,NoticieroAnimal,2021-06-28 00:33:07+00:00,"La Universidad Johns Hopkins contabiliza a la fecha, 180,929,175 casos de #Covid19 y 3,919,734 fallecimientos.

Países con más casos por millones:

🇺🇸 EU 33.6
🇮🇳 India 30.2
🇧🇷 Brasil 18.3
🇫🇷 Francia 5.8
🇹🇷 Turquía 5.4",https://twitter.com/NoticieroAnimal/status/1409308849060859906
4547,1409308383308615683,A__Tapia,2021-06-28 00:31:16+00:00,"1/ Día 486, COVID-19 México.

Muertes oficiales: 232,564.

Muertes por COVID-19 estimadas (71.38% del exceso): 370,137.

Muertes en exceso estimadas (factor de 2.23x): 518,511.

🧵",https://twitter.com/A__Tapia/status/1409308383308615683
4548,1409308309589463043,Aggelous,2021-06-28 00:30:59+00:00,No es posible que a todos los paleros de la 4T les haya dolido más la muerte de un monero propagandista que la muerte de 233k mexicanos por COVID-19,https://twitter.com/Aggelous/status/1409308309589463043
4549,1409308095679975426,ElMarkovian,2021-06-28 00:30:08+00:00,Covid-19: Reino Unido registró la cifra más baja en los últimos tres meses,https://twitter.com/ElMarkovian/status/1409308095679975426
4550,1409307876766760966,ManuPinzonG,2021-06-28 00:29:16+00:00,"Covid 19 superado!!! Gracias cuerpo, gracias Dios, gracias mundo. 💪💪💪",https://twitter.com/ManuPinzonG/status/1409307876766760966
4551,1409307794696777730,Patrici63103799,2021-06-28 00:28:56+00:00,"Hasta cuándo #Pita sigue metido en todo? Ahora es Ministro de Salud?
Ya deberían marginarlo de la vida política del Ecuador. #Covid_19",https://twitter.com/Patrici63103799/status/1409307794696777730
4552,1409307185893498883,Cordobeslibera1,2021-06-28 00:26:31+00:00,"Hoy @alferdez encabezó un homenaje a los muertos por COVID 19 , Alberto no hacen falta velas , hacen falta vacunas inútil inservible",https://twitter.com/Cordobeslibera1/status/1409307185893498883
4553,1409307127764688899,YsaBriMargiotta,2021-06-28 00:26:17+00:00,Uno está tratando de llevar su vida “normal” pero en realidad hay muchas personas aún muriendo y enfrentándose con el covid-19...,https://twitter.com/YsaBriMargiotta/status/1409307127764688899
4554,1409307093010718720,Ellucero,2021-06-28 00:26:09+00:00,"Que todas las personas que están luchando por sus vidas, en un hospital o en casa, le ganen la batalla al COVID-19. 🙏",https://twitter.com/Ellucero/status/1409307093010718720
4555,1409306498073759745,GobCordoba_,2021-06-28 00:23:47+00:00,"Informamos a los cordobeses que hoy reportamos 1584 nuevos casos de #COVID19 en el Dpto 

- Monteria: 683
- Chinú: 124
- Sahagún: 120
- Cereté: 103
- Lorica: 85
- Montelibano: 57
- San Andres: 55
- Pueblo Nuevo: 49
- Tierralta: 45
- Ciénaga de oro: 38

Sigue…",https://twitter.com/GobCordoba_/status/1409306498073759745
4556,1409306051183321091,Mario_delacruz,2021-06-28 00:22:00+00:00,"Necesitamos concierto presencial ya. Dirían que de algo hay que morir,  dito covid19",https://twitter.com/Mario_delacruz/status/1409306051183321091
4557,1409305900922327043,petare67,2021-06-28 00:21:25+00:00,"Si ud es de los que piensa que pidiendo la comida a domicilio, se protege del covid-19, les recomiendo que pasen por los sitios donde los repartidores se reúnen, y verán algunos sentados en el piso, sin tapabocas y sin una gota de alcohol para lavarse las manos",https://twitter.com/petare67/status/1409305900922327043
4558,1409305818600820736,ernestoveragua,2021-06-28 00:21:05+00:00,"#Homenaje #Covid19 La clase política gobernante dividió homenajear a los fallecidos por el Covid19, siendo ellos los responsables de las estrategias para frenar la pandemia. Los responsables de comprar o no tal o cual vacuna, los responsables de los procesos de vacunación. Raro.",https://twitter.com/ernestoveragua/status/1409305818600820736
4559,1409305810887483394,EstradaLi32,2021-06-28 00:21:03+00:00,"#AgendaPolítica : Hernando Cevallos, Dr. de #PerúLIbre, la variante delta del #Covid19 va a desencadenar la 3ra ola y el #MINSA no toma acción seria. Es mas el gobierno obliga a los adultos mayores vacunados a regresar a trabajar en entidades públicas: Irresponsables y genocidas?",https://twitter.com/EstradaLi32/status/1409305810887483394
4560,1409305504912916480,freddygerardo,2021-06-28 00:19:50+00:00,"Una mujer de 121 años se vacuna contra el Covid-19 en Puerto Plata. 
Después de recibir la dosis preguntó: ""¿puedo traer a mi mamá?""
El que se ríe va para el infierno.",https://twitter.com/freddygerardo/status/1409305504912916480
4561,1409305471631114241,ScaranoGabriel,2021-06-28 00:19:42+00:00,Los de Cambiemos presentaron un proyecto en el Congreso para homenajear a las victimas del COVID-19. Hoy putean al Gobierno por hacer un homenaje junto a todos los gobernadores. No sirven para una mierda estos opositores de juguete,https://twitter.com/ScaranoGabriel/status/1409305471631114241
4562,1409305332539592707,GonzaGrandi02,2021-06-28 00:19:09+00:00,"Decir Todes,en ese mamarracho de ""homenaje"" a los muertos por covid-19,demuestra la diferencia y la burla que tiene el kirchnerismo por el dolor de la gente.",https://twitter.com/GonzaGrandi02/status/1409305332539592707
4563,1409305328718598144,EstradaLi32,2021-06-28 00:19:08+00:00,"#AgendaPolítica : Hernando Cevallos, la variante delta del #Covid19 va a desencadenar la tercera ola y el #MINSA no toma acción seria. Es mas el gobierno obliga a los adultos mayores vacunados a regresar a trabajar en entidades públicas: Irresponsables y genocidas?",https://twitter.com/EstradaLi32/status/1409305328718598144
4564,1409305168882155524,CoronavirusNewv,2021-06-28 00:18:30+00:00,"🇵🇾 | PARAGUAY

#URGENTE Nuevo y doloroso RÉCORD de casos diarios en Paraguay.

Paraguay reportó hoy 1.487 nuevos casos y  152 muertes por COVID-19",https://twitter.com/CoronavirusNewv/status/1409305168882155524
4565,1409305123977895937,isla149605495,2021-06-28 00:18:19+00:00,Si #Cuba es un país asediado por el Bloqueo y las Sanciones del gobierno de los #EEUU como fue posible que entrara el virus del SARS-coV-2 #COVID19 ?,https://twitter.com/isla149605495/status/1409305123977895937
4566,1409304884885786625,AuxiliosTips,2021-06-28 00:17:22+00:00,"Hoy van 5 positivos a COVID-19. 

Todos entre 30 y 45 años, dos graves. 

Usen cubrebocas!",https://twitter.com/AuxiliosTips/status/1409304884885786625
4567,1409304789947760652,estrellaook,2021-06-28 00:17:00+00:00,"""Otra vez la franqueza estuvo ausente.""
""El coraje de la verdad estuvo ausente ""
- Santiago Kovadloff, en referencia al ""homenaje"" a los muertos por Covid19.

#SoloUnaVueltaMas",https://twitter.com/estrellaook/status/1409304789947760652
4568,1409304668036120579,a_b_berurier,2021-06-28 00:16:31+00:00,"Si el COVID 19 es simplemente una gripe un poco más fuerte como dice el jefe de ellos, no tendrían por qué indignarse por los 90.000 muertos",https://twitter.com/a_b_berurier/status/1409304668036120579
4569,1409304599123705857,GonzaGrandi02,2021-06-28 00:16:14+00:00,"""Muchas gracias a todos,todas y todes"".
Se burlan de los 100.000 muertos por covid-19.",https://twitter.com/GonzaGrandi02/status/1409304599123705857
4570,1409304359435898880,julianhollmann_,2021-06-28 00:15:17+00:00,"Hoy, el gobierno y los gobernadores homenajearon (sic) a los fallecidos por Covid-19. Se trata de otro intento por malvinizar la pandemia. 

Muchas muertes podrían haber sido evitadas. Ello dependía en ambos casos de una decisión política de acción u omisión. 

Criminalidad.",https://twitter.com/julianhollmann_/status/1409304359435898880
4571,1409304351286255619,BigNeto,2021-06-28 00:15:15+00:00,"Con solo 43 defunciones agregadas al reporte COVID-19, la cifra oficial queda en 232 mil 564 muertes.",https://twitter.com/BigNeto/status/1409304351286255619
4572,1409304291538522115,Infogene,2021-06-28 00:15:01+00:00,"☣️#Covid19

En una ceremonia realizada en el Centro Cultural del Bicentenario, el presidente Fernández afirmó que “juntos derrotaremos a la pandemia”, a la vez que llamó a no olvidar “a quienes se han ido en este tiempo doloroso”.

Argentina cuenta 92.568 muertos, 251 hoy.",https://twitter.com/Infogene/status/1409304291538522115
4573,1409304289034575874,a_b_berurier,2021-06-28 00:15:00+00:00,"Acusan al gobierno de genocida los seguidores de un sorete mafioso que describió al COVID 19 como ""una gripe un poco mas fuerte por la que nadie deberia perder el sueño""",https://twitter.com/a_b_berurier/status/1409304289034575874
4574,1409304286614409216,uqlossauces,2021-06-28 00:15:00+00:00,"70% se ha reducido la cobertura vacunal contra la meningitis a causa de la pandemia por COVID-19.

Fuente: Estudio español ""Recuperando las coberturas vacunales perdidas en la pandemia de COVID-19"" / WebConsultas  

#SaludEnCifras #27Jun",https://twitter.com/uqlossauces/status/1409304286614409216
4575,1409304210932391937,greccofran,2021-06-28 00:14:42+00:00,Estoy feliz. Mañana me la ponen... #COVID19,https://twitter.com/greccofran/status/1409304210932391937
4576,1409304087032631296,nekervera62,2021-06-28 00:14:12+00:00,"Bien x la ecuador/ argentina dificil, lo malo el dt no encuentra el equipo lo dijo en conferencia, sobre diaz queda duda del falso positivo covid 19 ahora dicen ecuador juega bien sin diaz.",https://twitter.com/nekervera62/status/1409304087032631296
4577,1409304062932226050,vampiroviolador,2021-06-28 00:14:06+00:00,"Es asombroso como la industria de los limpiadores han evolucionado.
Ahora todo los que existen en el mercado eliminan el virus del covid 19 en vez de ir a hacer tremendas colas mejor me hubiera hechando un trago de detergente.",https://twitter.com/vampiroviolador/status/1409304062932226050
4578,1409303960872235010,GaleanoGomez94,2021-06-28 00:13:42+00:00,"Cada dos minutos y medio está falleciendo una persona por COVID-19 en nuestro país. En lo que escribo esto una persona estará falleciendo, calcule usted cuántas han fallecido entre el lanzamiento de este trino y su lectura. Cada dos minutos y medio muere una persona por COVID-19",https://twitter.com/GaleanoGomez94/status/1409303960872235010
4579,1409303903665987586,peaton_gdl,2021-06-28 00:13:28+00:00,CDMX acumula el mayor número de casos activos por Covid-19 en el país | Gráfica #Noticias #Mexico #Guadalajara,https://twitter.com/peaton_gdl/status/1409303903665987586
4580,1409303768412262400,HVKINGS,2021-06-28 00:12:56+00:00,"Y este gobierno sabrá que la vacuna #Sinovac su duración es de tan sólo 6 meses , ¿ Qué pasará dentro de poco? Tendiendo en cuenta que la #VarianteDelta está a las puertas de entrar a #ElSalvador o el #Bitcoin les importa más. 
#COVID19 #Populista 
Cc @DrRicardoLara",https://twitter.com/HVKINGS/status/1409303768412262400
4581,1409303714259738624,ChiquiSanch,2021-06-28 00:12:43+00:00,Pero estudios en California determinan que afectados por #COVID19 solo necesita una dosis de las vacuna.,https://twitter.com/ChiquiSanch/status/1409303714259738624
4582,1409303706991009795,mecha_xeneize,2021-06-28 00:12:42+00:00,"Mientras #Macri pasea por todo el mundo, se ríe del #Covid_19 recuerden q CFK estuvo EMBARGADA, ALLANADA y sin poder salir de #Argentina La envidia TODO lo puede El cuento q robó un #FMI nadie lo cree Viendo canal 26 para divertirme con Garcia #BuenDomingo",https://twitter.com/mecha_xeneize/status/1409303706991009795
4583,1409303648857899009,ANDEOficial,2021-06-28 00:12:28+00:00,"🔊 COMUNICADO DE PRENSA

La Administración Nacional de Electricidad informa por este medio, que se han registrado casos positivos de COVID-19 en la Sección Servicio de Atención al Cliente Yuty, ubicada en la ciudad del mismo nombre, en el departamento de Caazapá y, 
1/5",https://twitter.com/ANDEOficial/status/1409303648857899009
4584,1409303266404544516,IronEagleRA,2021-06-28 00:10:56+00:00,"Así que andemás de cínico hijo de puta, que se burla de los fallecidos por Covid-19, golpea a su mujer en el rostro, dejándole un hematoma en el arco superciliar derecho, que tuvo que ser maquillado para la pantomima de acto que constituye la más grande ofensa al pueblo argentino",https://twitter.com/IronEagleRA/status/1409303266404544516
4585,1409303239967838208,cguzmandiaz,2021-06-28 00:10:50+00:00,Me imagino que esos que dicen que hay que cerrar todo por el #Covid19 permanecerán encerrados en las próximas vacaciones de invierno,https://twitter.com/cguzmandiaz/status/1409303239967838208
4586,1409303124007849985,THE_BIGFAT27,2021-06-28 00:10:23+00:00,"Bueno paren el autobús que me quiero bajar...

Covid-19 Variante Alfa: está en 170 países

Covid-19 Variante Beta: está en 120 países

Covid-19 Variante Gamma (Brasilera) está en América

Covid-19 Variante Delta (India) es la más Arrecha y si te aguevoneas te desintegras

😭😭",https://twitter.com/THE_BIGFAT27/status/1409303124007849985
4587,1409302940976828417,Gustavo72819153,2021-06-28 00:09:39+00:00,vergonzoso  invitaron continuamente  al pueblo a romper  los   cuidados contra el  covid 19,https://twitter.com/Gustavo72819153/status/1409302940976828417
4588,1409302919149723652,Jakousi_,2021-06-28 00:09:34+00:00,Se cancela todo. Más casos de hongo negro en México. #COVID19,https://twitter.com/Jakousi_/status/1409302919149723652
4589,1409302866402103297,bonacarp,2021-06-28 00:09:21+00:00,Tremendoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo fiesta Clandestina en la carlota con mas de 50 personas😯violando el aislamiento social preventivo y Obligatorio de Covid19 marche todos preso y multa fuerte mierdas😡😡😡.,https://twitter.com/bonacarp/status/1409302866402103297
4590,1409302664660271104,BlueDragon3285,2021-06-28 00:08:33+00:00,Me perdonan pero aún la @FVF_Oficial debe muchas explicaciones al país. Cómo es posible que la burbuja en #Caracas haya fallado tan estrepitosamente que todos los jugadores importantes se contagiaron de Covid-19? Dónde estaban las vacunas que ofreció la Conmebol para #Venezuela?,https://twitter.com/BlueDragon3285/status/1409302664660271104
4591,1409302379774808067,claucdr16,2021-06-28 00:07:25+00:00,"Que tan largo estará mi pueblito de El Salvador para irle a pedir vacunas del covid-19 a @nayibbukele , 7 muertos en lo que va de este mes y aún así no hay vacunas, fuck",https://twitter.com/claucdr16/status/1409302379774808067
4592,1409302350104248323,baeles2,2021-06-28 00:07:18+00:00,"¿Saben cuánta gente muere por año en Argentina? Alrededor de 380.000, de cualquier causa, por supuesto. 
¿Por qué esos muertos no merecen homenaje y los muertos por Covid-19, sí?
Me tienen harto con tanta estupidez. HARTO.",https://twitter.com/baeles2/status/1409302350104248323
4593,1409302149729865730,1CIUDADANO,2021-06-28 00:06:30+00:00,NO ES NECESARIO EN CHILE HACER ESTUDIOS PARA EL REGRESO A CLASES-BASTA CON VER LO SUCEDIDO EN ISRAEL-CUIDEMOS EL FUTURO DEL PAIS-VAMOS LENTO PERO MAS SEGUROS-EN EL COMBATE CONTRA EL COVID-19.,https://twitter.com/1CIUDADANO/status/1409302149729865730
4594,1409302058117775362,fmolestinae,2021-06-28 00:06:08+00:00,Habrá que ver si Kitu Díaz con el próximo examen grupal que debe tener la selección muestra que hubo un error y que no tiene COVID 19 y así pueda ser tomando en cuenta para jugar cuartos.,https://twitter.com/fmolestinae/status/1409302058117775362
4595,1409302020956241921,AlonsoFerreiraV,2021-06-28 00:06:00+00:00,"Una persona cercana a la familia despertó de su coma por COVID-19 después de más de dos meses, aún hay esperanza 😥🙌",https://twitter.com/AlonsoFerreiraV/status/1409302020956241921
4596,1409301959866257413,CynthiaRivarol5,2021-06-28 00:05:45+00:00,"Si a Vizcarra le acaban de poner su primera dosis de vacuna contra la COVID 19 es xq la anterior fue ensayo clínico, la autorización es colocar solo dos dosis de vacuna x persona. Acéptalo Peruano WILLAX y el CONGRESO te metió la yuca y caíste redondito.",https://twitter.com/CynthiaRivarol5/status/1409301959866257413
4597,1409301716995092481,Nhaidemar,2021-06-28 00:04:47+00:00,Me voy a tomar un descanso de twitter. En este momento no me hace bien leer tantas noticias sobre covid-19. Qué angustia.,https://twitter.com/Nhaidemar/status/1409301716995092481
4598,1409301598342242308,covid_news_br,2021-06-28 00:04:19+00:00,"27/06/21 21:04, COVID-19 no Brasil. 

Casos confirmados: 18420598 

Recuperados: 16613992 

Mortes: 513544",https://twitter.com/covid_news_br/status/1409301598342242308
4599,1409301400576798721,e_guata,2021-06-28 00:03:32+00:00,"👉 Uruguay 🇺🇾 #COVID19 

En las últimas horas 

Contagiados Positivos 1.027

Total 365.866

Decesos 20

Total 5.494

Nota: 63,5% de su población vacunada*

* Al menos 1 dosis",https://twitter.com/e_guata/status/1409301400576798721
4600,1409301285657055232,JuliPaul10,2021-06-28 00:03:04+00:00,Como te va a molestar que tu presidente homenajee a las victimas de Covid19. Hay que tener unos problemitas importantes..,https://twitter.com/JuliPaul10/status/1409301285657055232
4601,1409301184494673920,JPSolisM,2021-06-28 00:02:40+00:00,"Fckn @FAhorro entre tus medidas de #COVID19 y los supuestos asaltos, los únicos fregados somos los clientes.",https://twitter.com/JPSolisM/status/1409301184494673920
4602,1409300905569181698,V12_Martin,2021-06-28 00:01:34+00:00,En los lugares de aglomeración de personas deberían vacunar con dardos #Covid_19,https://twitter.com/V12_Martin/status/1409300905569181698
4603,1409300809792229378,irenetomaas,2021-06-28 00:01:11+00:00,"Vacunasteis a los mayores para que los jóvenes no les pegáramos la covid-19, que más os da que salgan los jóvenes? Los de riesgo ya están vacunados y los jóvenes hemos perdido 2 años de nuestras vidas que no volveremos a recuperar!! Ánimo a todos.
#secuestrogobiernobalear",https://twitter.com/irenetomaas/status/1409300809792229378
4604,1409300632217939968,2Ludwig2,2021-06-28 00:00:28+00:00,"Breve Resumen de los 32 Estados de México en su Pandemia de #COVID19 
►El como abrió la semana 24",https://twitter.com/2Ludwig2/status/1409300632217939968
4605,1409300239425671171,48_era,2021-06-27 23:58:55+00:00,"Argentinos : Porque el Gobierno y sus gabinete de ciEntificos no aceptan  el debate democratico, CIENTIFICO Y PUBLICO  con Medicos por la Verdad, que propnen alternativas para el abordaje del COVID 19 ?  #NiOlvidoNiPerdon",https://twitter.com/48_era/status/1409300239425671171
4606,1409300005144387587,MdqNormy,2021-06-27 23:57:59+00:00,"Intentó homenajear a los fallecidos por COVID-19 víctimas de : - la falta de testeos, - la pésima campaña de vacunación, - al vacunatorio vip, - al robo de vacunas  y - los negociados con las farmacéuticas  
Q vergüenza ser Kichnerista ‼️
#AlbertoTucumanNoTeQuiere‼️",https://twitter.com/MdqNormy/status/1409300005144387587
4607,1409299854690504714,LuisMed86143055,2021-06-27 23:57:23+00:00,"Quedará la duda de los motivos por los cuales el DT no tomó en cuenta a Erik Ramírez con tanto problema de lesiones y covid-19 en el grupo de delanteros vinotinto 🇻🇪, 🤔🤔🙄🙄",https://twitter.com/LuisMed86143055/status/1409299854690504714
4608,1409299463055855617,AlsogarayOk,2021-06-27 23:55:50+00:00,"A cuáles fallecidos por el covid 19 pretendió hoy conmemorar u homenajear el gobierno en el CCK?
A los que murieron por culpa de las vacunas VIP?
A los que murieron por no disponer de las vacunas en tiempo y forma ?",https://twitter.com/AlsogarayOk/status/1409299463055855617
4609,1409299233409318915,emeequis,2021-06-27 23:54:55+00:00,"#ULTIMAHORA Estas son las cifras #COVID19 en México:

•   2,505,792 casos (2,384 más que ayer) 
•   232,564 defunciones (43 más que ayer)
•   35,016 casos activos estimados
•   1,990,610 personas recuperadas",https://twitter.com/emeequis/status/1409299233409318915
4610,1409298968471801858,Lucho_rosales,2021-06-27 23:53:52+00:00,"Con esta pandemia del covid-19, he comprendido la fragilidad del ser humano, millones de personas muertas, algunas de esas personas mueren solas en una uci y no  podemos despedirlos como se lo merecen, jamás pensé vivir esto.",https://twitter.com/Lucho_rosales/status/1409298968471801858
4611,1409298922573545478,donchucho44,2021-06-27 23:53:41+00:00,"No sé porque que siempre que juega la vinotinto , me queda un sabor amargó arrechera y frustración....
Yo como técnico hubiese dejado el 11 con empezamos la copa ......
La recuperación del covid-19 aunque seas deportista es lenta .....",https://twitter.com/donchucho44/status/1409298922573545478
4612,1409298910506536962,OjoLimites,2021-06-27 23:53:38+00:00,"COVID 19 - RUSIA
Rusia anunció hoy una cifra récord de muertos por Covid 19
Moscú registró 144 muertos en 24 horas,
el peor balance desde el inicio de la epidemia.
El sábado fue la segunda ciudad del país,
San Petersburgo,
la que tuvo una cifra récord de muertos, con 107 decesos",https://twitter.com/OjoLimites/status/1409298910506536962
4613,1409298759104749574,AlvaroAragonL,2021-06-27 23:53:02+00:00,"Confirmados 259 casos, 15 muertes y 328 hospitalizados por #COVID19 #Coronavirus en #Yucatán, ya son 46639 casos y 4483 muertes. #SemáforoNaranja #Contingencia. ¿Síntomas? Llama al ☎️800 YUCATÁN o descarga📱MEDITOC. #QuédateEnCasa si puedes. #UsaCubrebocas #UsaCareta",https://twitter.com/AlvaroAragonL/status/1409298759104749574
4614,1409298438588665857,ManuelAlfredo,2021-06-27 23:51:45+00:00,"Sustituyen a Aristiguieta que no le hace gol ni al arcoiris porque lamentablemente tiene Covid 19, ojalá se recupere pronto de esa enfermadad. Pero por él meten a dos más malos que él #Vinotinto #CopaAmerica2021",https://twitter.com/ManuelAlfredo/status/1409298438588665857
4615,1409298360880750596,FleitasDerlys,2021-06-27 23:51:27+00:00,"El covid19 nos está quitando lo único que no podemos recuperar, el tiempo y la vida...",https://twitter.com/FleitasDerlys/status/1409298360880750596
4616,1409298271990947841,CZevlag,2021-06-27 23:51:06+00:00,"Ya tengo la cita 
Para la vacuna del Covid -19",https://twitter.com/CZevlag/status/1409298271990947841
4617,1409298121226690561,chanaamar,2021-06-27 23:50:30+00:00,"Quiero escuchar la ópera en #Viena, cuando podremos viajar normalmente y vivir sin restricciones. Ahora vemos lo efímera que puede ser la vida y debemos hacer todo lo que nos haga felices!! mientras estemos vivos. #Covid_19",https://twitter.com/chanaamar/status/1409298121226690561
4618,1409298099718217735,josemagg64,2021-06-27 23:50:25+00:00,"«Estudios posteriores revelaron que los bebés que estaban en el útero materno durante la pandemia (Gripe A 2009) tuvieron de adultos menores ingresos, peores resultados educativos y tasas más elevadas de discapacidad física.»(«Una tierra prometida» Obama) #COVID19 #desigualdad",https://twitter.com/josemagg64/status/1409298099718217735
4619,1409297634213482504,MillenialsEnA,2021-06-27 23:48:34+00:00,"No puedo esperar a que nos vacunen a todos del COVID-19, y volver a nuestra rutina de ""vamos a juntarnos ¿si?"" y jamás juntarnos.",https://twitter.com/MillenialsEnA/status/1409297634213482504
4620,1409297611446759429,CoronavirusNewv,2021-06-27 23:48:28+00:00,"🇨🇦 | CANADA

435 nuevos casos y 13 nuevas muertes por COVID-19 reportadas hoy en Canadá",https://twitter.com/CoronavirusNewv/status/1409297611446759429
4621,1409297598456999936,Respirologo,2021-06-27 23:48:25+00:00,Con incertidumbre a la fecha no sabemos y no tenemos catastrados los pacientes sobrevivientes de Covid19 que van a necesitar rehabilitación en el país. Lo que si sabemos es que son muchos y las secuelas son a largo plazo... tomen nota @GiorgioJackson @gabrielboric,https://twitter.com/Respirologo/status/1409297598456999936
4622,1409297364632969216,vcalvot,2021-06-27 23:47:29+00:00,"Es evidente que toda la carga de responsabilidad de la pandemia se esta cargando en la espalda de los alcaldes y no tienen las herramientas adecuadas para monitorear la misma, nos ponemos a su disposición para ayudarlos con datos y recomendaciones en lo que sea posible",https://twitter.com/vcalvot/status/1409297364632969216
4623,1409297346777780229,peronistasSF,2021-06-27 23:47:25+00:00,RT @alferdez: Hoy participé de la ceremonia en memoria de las personas fallecidas por covid-19 en el país. A cada una de ellas la llevaremos siempre en el corazón. Nuestro homenaje será reconstruir una Argentina unida y solidaria en la que miremos el futuro con memoria y esp…,https://twitter.com/peronistasSF/status/1409297346777780229
4624,1409296890315915276,Jojare2,2021-06-27 23:45:36+00:00,"El covid19 es el segundo virus que se residencia en Colombia, después de salud Hernández.",https://twitter.com/Jojare2/status/1409296890315915276
4625,1409296880551575553,SaraCatungaSC,2021-06-27 23:45:34+00:00,Saben qué vacuna COVID-19 están dando en La Usina del Arte? @UsinadelArte,https://twitter.com/SaraCatungaSC/status/1409296880551575553
4626,1409296802524848134,_cesarbayona,2021-06-27 23:45:15+00:00,"Yo: mi papá se vacuna el martes por fin!

Vizcarra: hoy recibí mi vigésimo sexta dosis de la vacuna contra el Covid-19...",https://twitter.com/_cesarbayona/status/1409296802524848134
4627,1409296769058590721,reyguilarte77,2021-06-27 23:45:07+00:00,"Me imagino que nadie va a salir a explicar las causas del contagio de Covid-19 de tantos jugadores de la Vinotinto, siendo que estaban en una concentración.

Ya que como terminó su participación en la Copa América, muchos van a pensar que no hay nada que explicar.",https://twitter.com/reyguilarte77/status/1409296769058590721
4628,1409296591651962886,fran_morenog84,2021-06-27 23:44:25+00:00,El aumento del nivel del agua del río #Ganges está sacando a la luz tumbas poco profundas y dejando al descubierto cientos de cadáveres sepultados durante la reciente ola de contagios de #COVID19 en la #India.,https://twitter.com/fran_morenog84/status/1409296591651962886
